instructor_1,instructor_2,course_url
CÃ©cile GIACOBI,Gary SCHOFIELD,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Gilles GAUTHIER,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
CÃ©cile GIACOBI,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Eric GOSSE,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,FrÃ©dÃ©ric ANDRZEJEWSKI,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Gary SCHOFIELD,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Gilles GAUTHIER,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Emmanuel CHAILLEUX,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,FrÃ©dÃ©ric ANDRZEJEWSKI,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Gary SCHOFIELD,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Gilles GAUTHIER,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Eric GOSSE,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Gary SCHOFIELD,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Gilles GAUTHIER,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
FrÃ©dÃ©ric ANDRZEJEWSKI,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Gilles GAUTHIER,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Gary SCHOFIELD,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,HÃ©lÃ¨ne AZOULAY,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Gilles GAUTHIER,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Jean Pascla PLANCHE,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
HÃ©lÃ¨ne AZOULAY,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Jean-FranÃ§ois CORTE,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Jean Pascla PLANCHE,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,John D'ANGELO,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Jean-FranÃ§ois CORTE,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Laurence LAPALU,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
John D'ANGELO,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Mike SOUTHERN,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Laurence LAPALU,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,NadÃ¨ge VO VINH,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Mike SOUTHERN,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
NadÃ¨ge VO VINH,Nicolas HAUTIERE,https://www.coursera.org/learn/mastering-bitumen
NadÃ¨ge VO VINH,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
NadÃ¨ge VO VINH,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
NadÃ¨ge VO VINH,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
NadÃ¨ge VO VINH,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Nicolas HAUTIERE,Olivier GAMET,https://www.coursera.org/learn/mastering-bitumen
Nicolas HAUTIERE,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Nicolas HAUTIERE,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Nicolas HAUTIERE,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Olivier GAMET,Sophie LIMBORG,https://www.coursera.org/learn/mastering-bitumen
Olivier GAMET,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Olivier GAMET,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Sophie LIMBORG,Virginie MOUILLET,https://www.coursera.org/learn/mastering-bitumen
Sophie LIMBORG,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Virginie MOUILLET,Yves BROSSEAUD,https://www.coursera.org/learn/mastering-bitumen
Prasanth Kumar Palani,Starweaver,https://www.coursera.org/learn/mastering-ev-cooling-advanced-thermal-management
Maheen Rasheed,Starweaver,https://www.coursera.org/learn/mastering-kicad-open-source-pcb-design-for-beginners
CERVELLON Marie-CÃ©cile,Claire Jollain,https://www.coursera.org/learn/mastering-luxury-hospitality-fundamentals-to-leadership
Ashay Sinha,Board Infinity,https://www.coursera.org/learn/mastering-statement-of-purpose-sop-writing
Cecilia Laspina,MarÃ­a Laura Imvinkelried,https://www.coursera.org/learn/matematica-aulas-heterogeneas
"Alison Mears AIA, LEED AP",Catherine Murphy,https://www.coursera.org/learn/material-chemistry-and-sustainable-building
James Kit Hon Tsoi,Jukka Pekka Matinlinna,https://www.coursera.org/learn/materials-oral-health
Dr. Barbara Oakley,Dr. John Mighton,https://www.coursera.org/learn/math-click
Dr Matthew Yee-King,Omar Karakchi,https://www.coursera.org/learn/mathematics-for-computer-science
Akos Ledeczi,Mike Fitzpatrick,https://www.coursera.org/learn/matlab
Karlis Zars,Starweaver,https://www.coursera.org/learn/matlab-and-simulink-basics
Prasanth Kumar Palani,Starweaver,https://www.coursera.org/learn/maximizing-miles-enhancing-ev-range--efficiency
Antonio RodrÃ­guez AlcalÃ¡,John F. Chuchiak IV,https://www.coursera.org/learn/maya-culture-in-yucatan
Antonio RodrÃ­guez AlcalÃ¡,Tsubasa Okoshi Harada,https://www.coursera.org/learn/maya-culture-in-yucatan
John F. Chuchiak IV,Tsubasa Okoshi Harada,https://www.coursera.org/learn/maya-culture-in-yucatan
Neff Walker,Talata Sawadogo-Lewis,https://www.coursera.org/learn/measuring-and-modeling-impact
Jean Dalibard,Manuel Joffre,https://www.coursera.org/learn/mecanique-quantique
Jean Dalibard,Mathieu de Naurois,https://www.coursera.org/learn/mecanique-quantique
Jean Dalibard,Philippe Grangier,https://www.coursera.org/learn/mecanique-quantique
Manuel Joffre,Mathieu de Naurois,https://www.coursera.org/learn/mecanique-quantique
Manuel Joffre,Philippe Grangier,https://www.coursera.org/learn/mecanique-quantique
Mathieu de Naurois,Philippe Grangier,https://www.coursera.org/learn/mecanique-quantique
Jean-Philippe Ansermet,Paul-Salomon Ngohe-Ekam,https://www.coursera.org/learn/mecanique-solide
Dr Elizabeth  J.  Angstmann,Mr Sebastian Fricke,https://www.coursera.org/learn/mechanics-particles-planets
Dr Elizabeth  J.  Angstmann,Prof. Joe Wolfe,https://www.coursera.org/learn/mechanics-particles-planets
Mr Sebastian Fricke,Prof. Joe Wolfe,https://www.coursera.org/learn/mechanics-particles-planets
Ian Nichols,Lauren Fiori,https://www.coursera.org/learn/media
Annemarie van Oosten,Damian Trilling,https://www.coursera.org/learn/media-ethics-governance
Annemarie van Oosten,Lotte Salome,https://www.coursera.org/learn/media-ethics-governance
Annemarie van Oosten,Rutger de  Graaf,https://www.coursera.org/learn/media-ethics-governance
Annemarie van Oosten,Sandra Jacobs,https://www.coursera.org/learn/media-ethics-governance
Damian Trilling,Lotte Salome,https://www.coursera.org/learn/media-ethics-governance
Damian Trilling,Rutger de  Graaf,https://www.coursera.org/learn/media-ethics-governance
Damian Trilling,Sandra Jacobs,https://www.coursera.org/learn/media-ethics-governance
Lotte Salome,Rutger de  Graaf,https://www.coursera.org/learn/media-ethics-governance
Lotte Salome,Sandra Jacobs,https://www.coursera.org/learn/media-ethics-governance
Rutger de  Graaf,Sandra Jacobs,https://www.coursera.org/learn/media-ethics-governance
Asha Devineni,Kirin Goff,https://www.coursera.org/learn/medicaid-policy-politics
"Angela Wright, MD",Arthur Pliaconis,https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
"Angela Wright, MD",Kathrine Lopez,https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
"Angela Wright, MD","Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
Arthur Pliaconis,Kathrine Lopez,https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
Arthur Pliaconis,"Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
Kathrine Lopez,"Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-airway-breathing-circulation
"Angela Wright, MD",Arthur Pliaconis,https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
"Angela Wright, MD",Kathrine Lopez,https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
"Angela Wright, MD","Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
Arthur Pliaconis,Kathrine Lopez,https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
Arthur Pliaconis,"Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
Kathrine Lopez,"Whitney Barrett, MD",https://www.coursera.org/learn/medical-emergencies-cpr-toxicology-wilderness
Brandon Armstrong,Cris LaPierre,https://www.coursera.org/learn/medical-image-processing
Martine Sanon,Ravishankar Ramaswamy,https://www.coursera.org/learn/medication-prescribing
Martine Sanon,Sharon See,https://www.coursera.org/learn/medication-prescribing
Ravishankar Ramaswamy,Sharon See,https://www.coursera.org/learn/medication-prescribing
Claudia TaribÃ³,Diego Sola,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Ida Mauro,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Jaume DantÃ­,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Joan-LluÃ­s Palos,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Mariela Fargas,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Claudia TaribÃ³,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Ida Mauro,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Jaume DantÃ­,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Joan-LluÃ­s Palos,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Mariela Fargas,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Diego Sola,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Jaume DantÃ­,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Joan-LluÃ­s Palos,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Mariela Fargas,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Ida Mauro,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,Joan-LluÃ­s Palos,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,Mariela Fargas,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Jaume DantÃ­,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Joan-LluÃ­s Palos,Mariela Fargas,https://www.coursera.org/learn/mediterraneanhistory
Joan-LluÃ­s Palos,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Joan-LluÃ­s Palos,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Joan-LluÃ­s Palos,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Joan-LluÃ­s Palos,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Mariela Fargas,MariÃ ngeles PÃ©rez Samper,https://www.coursera.org/learn/mediterraneanhistory
Mariela Fargas,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
Mariela Fargas,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Mariela Fargas,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
MariÃ ngeles PÃ©rez Samper,Miquel Ãngel MartÃ­nez,https://www.coursera.org/learn/mediterraneanhistory
MariÃ ngeles PÃ©rez Samper,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
MariÃ ngeles PÃ©rez Samper,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Miquel Ãngel MartÃ­nez,Xavier Gil,https://www.coursera.org/learn/mediterraneanhistory
Miquel Ãngel MartÃ­nez,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Xavier Gil,Ãngel Casals,https://www.coursera.org/learn/mediterraneanhistory
Jonas Demaurex,Kerstin Preuschoff,https://www.coursera.org/learn/meeting-investors-goals
Jonas Demaurex,Michel Girardin,https://www.coursera.org/learn/meeting-investors-goals
Jonas Demaurex,Olivier Scaillet,https://www.coursera.org/learn/meeting-investors-goals
Jonas Demaurex,Philip Valta,https://www.coursera.org/learn/meeting-investors-goals
Jonas Demaurex,Rajna Gibson Brandon,https://www.coursera.org/learn/meeting-investors-goals
Jonas Demaurex,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Kerstin Preuschoff,Michel Girardin,https://www.coursera.org/learn/meeting-investors-goals
Kerstin Preuschoff,Olivier Scaillet,https://www.coursera.org/learn/meeting-investors-goals
Kerstin Preuschoff,Philip Valta,https://www.coursera.org/learn/meeting-investors-goals
Kerstin Preuschoff,Rajna Gibson Brandon,https://www.coursera.org/learn/meeting-investors-goals
Kerstin Preuschoff,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Michel Girardin,Olivier Scaillet,https://www.coursera.org/learn/meeting-investors-goals
Michel Girardin,Philip Valta,https://www.coursera.org/learn/meeting-investors-goals
Michel Girardin,Rajna Gibson Brandon,https://www.coursera.org/learn/meeting-investors-goals
Michel Girardin,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Olivier Scaillet,Philip Valta,https://www.coursera.org/learn/meeting-investors-goals
Olivier Scaillet,Rajna Gibson Brandon,https://www.coursera.org/learn/meeting-investors-goals
Olivier Scaillet,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Philip Valta,Rajna Gibson Brandon,https://www.coursera.org/learn/meeting-investors-goals
Philip Valta,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Rajna Gibson Brandon,Tony Berrada,https://www.coursera.org/learn/meeting-investors-goals
Aebischer Perone Sigiriya,Anouk Boschma,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,Bishal Gyawali,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,Carla Satie Kamitsuji,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,Dr. Ajay Risal,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,Saria Hassan,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,Siri Tellier,https://www.coursera.org/learn/mental-health-emergencies
Aebischer Perone Sigiriya,"Wietse A. Tol, PhD",https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,Bishal Gyawali,https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,Carla Satie Kamitsuji,https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,Dr. Ajay Risal,https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,Saria Hassan,https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,Siri Tellier,https://www.coursera.org/learn/mental-health-emergencies
Anouk Boschma,"Wietse A. Tol, PhD",https://www.coursera.org/learn/mental-health-emergencies
Bishal Gyawali,Carla Satie Kamitsuji,https://www.coursera.org/learn/mental-health-emergencies
Bishal Gyawali,Dr. Ajay Risal,https://www.coursera.org/learn/mental-health-emergencies
Bishal Gyawali,Saria Hassan,https://www.coursera.org/learn/mental-health-emergencies
Bishal Gyawali,Siri Tellier,https://www.coursera.org/learn/mental-health-emergencies
Bishal Gyawali,"Wietse A. Tol, PhD",https://www.coursera.org/learn/mental-health-emergencies
Carla Satie Kamitsuji,Dr. Ajay Risal,https://www.coursera.org/learn/mental-health-emergencies
Carla Satie Kamitsuji,Saria Hassan,https://www.coursera.org/learn/mental-health-emergencies
Carla Satie Kamitsuji,Siri Tellier,https://www.coursera.org/learn/mental-health-emergencies
Carla Satie Kamitsuji,"Wietse A. Tol, PhD",https://www.coursera.org/learn/mental-health-emergencies
Dr. Ajay Risal,Saria Hassan,https://www.coursera.org/learn/mental-health-emergencies
Dr. Ajay Risal,Siri Tellier,https://www.coursera.org/learn/mental-health-emergencies
