instructor_1,instructor_2,course_url
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-anatomy-physiology-foundations-interactive-course
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-cardiovascular-anatomy-physiology-interactive-course
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-gastrointestinal-anatomy-physiology-interactive-course
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-musculoskeletal-anatomy-physiology-interactive-course
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-respiratory-anatomy-physiology-interactive-course
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/3d-specialized-anatomy-physiology-systems-interactive-course
Hanaa Abumarshoud,Lina Mohjazi,https://www.coursera.org/learn/6g-deployment-testbeds-antenna-systems-and-digital-twins
Hanaa Abumarshoud,Lina Mohjazi,https://www.coursera.org/learn/6g-evolution-blockchain-semantic-communications-and-radar
Hanaa Abumarshoud,Lina Mohjazi,https://www.coursera.org/learn/6g-vision-ml-intelligent-surfaces-and-optical-networks
Emilie Johnson,Paul Daugherty,https://www.coursera.org/learn/a-blueprint-for-success-your-video-pre-production
"Chase Crossno, MPH","Evonne Kaplan-Liss, MD MPH",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Chase Crossno, MPH","Kathryn (Kadee) Winters, MD",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Chase Crossno, MPH","Timothy Goldman, MA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Chase Crossno, MPH","Valeri Lantz-Gefroh, MFA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Evonne Kaplan-Liss, MD MPH","Kathryn (Kadee) Winters, MD",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Evonne Kaplan-Liss, MD MPH","Timothy Goldman, MA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Evonne Kaplan-Liss, MD MPH","Valeri Lantz-Gefroh, MFA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Kathryn (Kadee) Winters, MD","Timothy Goldman, MA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Kathryn (Kadee) Winters, MD","Valeri Lantz-Gefroh, MFA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
"Timothy Goldman, MA","Valeri Lantz-Gefroh, MFA",https://www.coursera.org/learn/a-new-communication-framework-for-healthcare
Dr Areti Manataki,InÃ©s Friss de Kereki,https://www.coursera.org/learn/a-programar
"Frank R. Lin, MD, PhD","Jennifer A. Deal, PhD",https://www.coursera.org/learn/a-public-health-approach-to-hearing-loss-and-aging
"Frank R. Lin, MD, PhD","Nicholas S. Reed, AuD",https://www.coursera.org/learn/a-public-health-approach-to-hearing-loss-and-aging
"Jennifer A. Deal, PhD","Nicholas S. Reed, AuD",https://www.coursera.org/learn/a-public-health-approach-to-hearing-loss-and-aging
Dr. Antonio Schettino,Dr. Chrysoula Papacharalampou,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Antonio Schettino,Dr. Lizette Guzman Ramirez,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Antonio Schettino,Risbo B.V.,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Chrysoula Papacharalampou,Dr. Lizette Guzman Ramirez,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Chrysoula Papacharalampou,Risbo B.V.,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Lizette Guzman Ramirez,Risbo B.V.,https://www.coursera.org/learn/a-starters-guide-to-open-science
Dr. Barbara Oakley,Dr. Terrence Sejnowski,https://www.coursera.org/learn/a-tanulas-tanulasa
Dr. Barbara Oakley,Kocsis Lilla,https://www.coursera.org/learn/a-tanulas-tanulasa
Dr. Barbara Oakley,SzakÃ¡l PÃ©ter,https://www.coursera.org/learn/a-tanulas-tanulasa
Dr. Terrence Sejnowski,Kocsis Lilla,https://www.coursera.org/learn/a-tanulas-tanulasa
Dr. Terrence Sejnowski,SzakÃ¡l PÃ©ter,https://www.coursera.org/learn/a-tanulas-tanulasa
Kocsis Lilla,SzakÃ¡l PÃ©ter,https://www.coursera.org/learn/a-tanulas-tanulasa
Diana Lopez Tavares,Rebecca Vieyra,https://www.coursera.org/learn/a-turma-toda-com-simulacoes-phet-para-a-educao-stem
"Bas Boekestijn, MD","Beerend P. Hierck, PHD.",https://www.coursera.org/learn/abdomen-anatomy
"Bas Boekestijn, MD","DaniÃ«l Jansma, MSc",https://www.coursera.org/learn/abdomen-anatomy
"Bas Boekestijn, MD",Friso Jansen,https://www.coursera.org/learn/abdomen-anatomy
"Bas Boekestijn, MD","Marco De Ruiter, PhD",https://www.coursera.org/learn/abdomen-anatomy
"Bas Boekestijn, MD","Paul GobÃ©e, MD",https://www.coursera.org/learn/abdomen-anatomy
"Beerend P. Hierck, PHD.","DaniÃ«l Jansma, MSc",https://www.coursera.org/learn/abdomen-anatomy
"Beerend P. Hierck, PHD.",Friso Jansen,https://www.coursera.org/learn/abdomen-anatomy
"Beerend P. Hierck, PHD.","Marco De Ruiter, PhD",https://www.coursera.org/learn/abdomen-anatomy
"Beerend P. Hierck, PHD.","Paul GobÃ©e, MD",https://www.coursera.org/learn/abdomen-anatomy
"DaniÃ«l Jansma, MSc",Friso Jansen,https://www.coursera.org/learn/abdomen-anatomy
"DaniÃ«l Jansma, MSc","Marco De Ruiter, PhD",https://www.coursera.org/learn/abdomen-anatomy
"DaniÃ«l Jansma, MSc","Paul GobÃ©e, MD",https://www.coursera.org/learn/abdomen-anatomy
Friso Jansen,"Marco De Ruiter, PhD",https://www.coursera.org/learn/abdomen-anatomy
Friso Jansen,"Paul GobÃ©e, MD",https://www.coursera.org/learn/abdomen-anatomy
"Marco De Ruiter, PhD","Paul GobÃ©e, MD",https://www.coursera.org/learn/abdomen-anatomy
Vania MartÃ­nez,Ãlvaro JimÃ©nez Molina,https://www.coursera.org/learn/abordaje-del-riesgo-suicida-en-adolescentes-y-jvenes
Brad Gilpin,Helen Nam,https://www.coursera.org/learn/academic-discussion-english
Brad Gilpin,Meg Parker,https://www.coursera.org/learn/academic-discussion-english
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/academic-discussion-english
Helen Nam,Meg Parker,https://www.coursera.org/learn/academic-discussion-english
Helen Nam,Tamy Chapman,https://www.coursera.org/learn/academic-discussion-english
Meg Parker,Tamy Chapman,https://www.coursera.org/learn/academic-discussion-english
Jessica Blackburn,Katherine Olston,https://www.coursera.org/learn/academic-skills-project
Jessica Blackburn,Luke Alexander,https://www.coursera.org/learn/academic-skills-project
Jessica Blackburn,Lydia Dutcher,https://www.coursera.org/learn/academic-skills-project
Katherine Olston,Luke Alexander,https://www.coursera.org/learn/academic-skills-project
Katherine Olston,Lydia Dutcher,https://www.coursera.org/learn/academic-skills-project
Luke Alexander,Lydia Dutcher,https://www.coursera.org/learn/academic-skills-project
Alice Llanos,"Rachel Kraut, Ph.D.",https://www.coursera.org/learn/academic-success-for-english-learners
Brad Gilpin,Helen Nam,https://www.coursera.org/learn/academic-writing-capstone
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/academic-writing-capstone
Helen Nam,Tamy Chapman,https://www.coursera.org/learn/academic-writing-capstone
Birgitte Munk,Thomas Skov Jensen,https://www.coursera.org/learn/academicinfoseek
Lori Lane,Marc Thompson,https://www.coursera.org/learn/accessibility
Lori Lane,Tania Heap,https://www.coursera.org/learn/accessibility
Marc Thompson,Tania Heap,https://www.coursera.org/learn/accessibility
Anna Matamala,Pilar Orero,https://www.coursera.org/learn/accessibility-scenic-arts
Anna Matamala,Sharon Black,https://www.coursera.org/learn/accessibility-scenic-arts
Pilar Orero,Sharon Black,https://www.coursera.org/learn/accessibility-scenic-arts
BegoÃ±a RomÃ¡n Maestre,Ernesto Morales Morales,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Ismael Blanco Filolla,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Joan Subirats Humet,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Joel MartÃ­ OlivÃ©,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,MagalÃ­ Permanyer de Swert,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
BegoÃ±a RomÃ¡n Maestre,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Ismael Blanco Filolla,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Joan Subirats Humet,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Joel MartÃ­ OlivÃ©,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,MagalÃ­ Permanyer de Swert,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Ernesto Morales Morales,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Joan Subirats Humet,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Joel MartÃ­ OlivÃ©,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,MagalÃ­ Permanyer de Swert,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Ismael Blanco Filolla,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,Joel MartÃ­ OlivÃ©,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,MagalÃ­ Permanyer de Swert,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Joan Subirats Humet,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,MagalÃ­ Permanyer de Swert,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Joel MartÃ­ OlivÃ©,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
MagalÃ­ Permanyer de Swert,Margarita LeÃ³n,https://www.coursera.org/learn/accion-comunitaria
MagalÃ­ Permanyer de Swert,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
MagalÃ­ Permanyer de Swert,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
MagalÃ­ Permanyer de Swert,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
MagalÃ­ Permanyer de Swert,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Margarita LeÃ³n,NicolÃ¡s Barbieri Muttis,https://www.coursera.org/learn/accion-comunitaria
Margarita LeÃ³n,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
Margarita LeÃ³n,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Margarita LeÃ³n,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
NicolÃ¡s Barbieri Muttis,Nuria Reguero Jimenez,https://www.coursera.org/learn/accion-comunitaria
NicolÃ¡s Barbieri Muttis,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
NicolÃ¡s Barbieri Muttis,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Nuria Reguero Jimenez,Oscar Rebollo Izquierdo,https://www.coursera.org/learn/accion-comunitaria
Nuria Reguero Jimenez,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Oscar Rebollo Izquierdo,Raquel Gallego,https://www.coursera.org/learn/accion-comunitaria
Coach Pepe Villacis,Pablo PÃ©rez-Duarte,https://www.coursera.org/learn/accountability
Brian J Bushee,Christopher D. Ittner,https://www.coursera.org/learn/accounting-analytics
Dr. Olysha Magruder,Jess Dunleavey,https://www.coursera.org/learn/active-learning-in-stem-courses
Dr. Olysha Magruder,"Joseph W. Cutrone, PhD",https://www.coursera.org/learn/active-learning-in-stem-courses
Dr. Olysha Magruder,"Melissa (Mel) Rizzuto, Ed.D.",https://www.coursera.org/learn/active-learning-in-stem-courses
Jess Dunleavey,"Joseph W. Cutrone, PhD",https://www.coursera.org/learn/active-learning-in-stem-courses
Jess Dunleavey,"Melissa (Mel) Rizzuto, Ed.D.",https://www.coursera.org/learn/active-learning-in-stem-courses
"Joseph W. Cutrone, PhD","Melissa (Mel) Rizzuto, Ed.D.",https://www.coursera.org/learn/active-learning-in-stem-courses
Nato Thompson,Pedro Lasch,https://www.coursera.org/learn/activism-social-movements
Nato Thompson,Pedro Lasch,https://www.coursera.org/learn/activismo-movimientos-sociales
Rebecca Vieyra,Zachariah Mbasu,https://www.coursera.org/learn/activity-design-with-phet-simulations-for-stem-education
Enric Pineda,Laura FernÃ¡ndez,https://www.coursera.org/learn/actua-dolor-cronico
Kim Christensen,Megan Voss,https://www.coursera.org/learn/acupressure
Frances Xavier JimÃ©nez Fabregas,Montse Gorchs Molist,https://www.coursera.org/learn/acute-stroke-race-scale
Frances Xavier JimÃ©nez Fabregas,Natalia Perez de la Ossa,https://www.coursera.org/learn/acute-stroke-race-scale
Montse Gorchs Molist,Natalia Perez de la Ossa,https://www.coursera.org/learn/acute-stroke-race-scale
Elizabeth Roessler,Ellen Edens,https://www.coursera.org/learn/addiction-treatment
Elizabeth Roessler,Jeanette M. Tetrault,https://www.coursera.org/learn/addiction-treatment
Elizabeth Roessler,Mary Lindsay Powell,https://www.coursera.org/learn/addiction-treatment
Elizabeth Roessler,Robert Heimer,https://www.coursera.org/learn/addiction-treatment
Elizabeth Roessler,Robert Krause,https://www.coursera.org/learn/addiction-treatment
Elizabeth Roessler,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Ellen Edens,Jeanette M. Tetrault,https://www.coursera.org/learn/addiction-treatment
Ellen Edens,Mary Lindsay Powell,https://www.coursera.org/learn/addiction-treatment
Ellen Edens,Robert Heimer,https://www.coursera.org/learn/addiction-treatment
Ellen Edens,Robert Krause,https://www.coursera.org/learn/addiction-treatment
Ellen Edens,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Jeanette M. Tetrault,Mary Lindsay Powell,https://www.coursera.org/learn/addiction-treatment
Jeanette M. Tetrault,Robert Heimer,https://www.coursera.org/learn/addiction-treatment
Jeanette M. Tetrault,Robert Krause,https://www.coursera.org/learn/addiction-treatment
Jeanette M. Tetrault,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Mary Lindsay Powell,Robert Heimer,https://www.coursera.org/learn/addiction-treatment
Mary Lindsay Powell,Robert Krause,https://www.coursera.org/learn/addiction-treatment
Mary Lindsay Powell,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Robert Heimer,Robert Krause,https://www.coursera.org/learn/addiction-treatment
Robert Heimer,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Robert Krause,Shannon Drew,https://www.coursera.org/learn/addiction-treatment
Rama Prasad,Seth Nfonoyim-Hara,https://www.coursera.org/learn/additional-process-techniques-in-microfabrication
Brad Gilpin,Judy Hu,https://www.coursera.org/learn/adjective-clauses
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/adjective-clauses
Judy Hu,Tamy Chapman,https://www.coursera.org/learn/adjective-clauses
Melissa Piccone,Starweaver,https://www.coursera.org/learn/adobe-in-design-collaborative-design--workflow-mastery
Alexander S. Kulikov,Daniel M Kane,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Alexander S. Kulikov,Michael Levin,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Alexander S. Kulikov,Neil Rhodes,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Daniel M Kane,Michael Levin,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Daniel M Kane,Neil Rhodes,https://www.coursera.org/learn/advanced-algorithms-and-complexity
Michael Levin,Neil Rhodes,https://www.coursera.org/learn/advanced-algorithms-and-complexity
"Laura K. Wiley, PhD","Michael G. Kahn, MD, PhD",https://www.coursera.org/learn/advanced-clinical-data-science
Chloe Barrett,Hilary Gupte,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Chloe Barrett,Maxwell Boardman,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Chloe Barrett,Olivia Bradbury,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Hilary Gupte,Maxwell Boardman,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Hilary Gupte,Olivia Bradbury,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Maxwell Boardman,Olivia Bradbury,https://www.coursera.org/learn/advanced-clinical-decisions-emergency-care-training
Eddy Shyu,Laurence Moroney,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow
Henry Habib,Starweaver,https://www.coursera.org/learn/advanced-data-analysis-and-collaboration-in-qlik-sense
Shubhra Das,SkillUp,https://www.coursera.org/learn/advanced-data-visualization-with-tableau
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/advanced-grammar-project
Bryan Sajecki,Cynthia A. Tysick,https://www.coursera.org/learn/advanced-information-literacy
Bryan Sajecki,Jocelyn Swick-Jemison,https://www.coursera.org/learn/advanced-information-literacy
Bryan Sajecki,Nicole Thomas,https://www.coursera.org/learn/advanced-information-literacy
Bryan Sajecki,Roberta (Robin) Sullivan,https://www.coursera.org/learn/advanced-information-literacy
Cynthia A. Tysick,Jocelyn Swick-Jemison,https://www.coursera.org/learn/advanced-information-literacy
Cynthia A. Tysick,Nicole Thomas,https://www.coursera.org/learn/advanced-information-literacy
Cynthia A. Tysick,Roberta (Robin) Sullivan,https://www.coursera.org/learn/advanced-information-literacy
Jocelyn Swick-Jemison,Nicole Thomas,https://www.coursera.org/learn/advanced-information-literacy
Jocelyn Swick-Jemison,Roberta (Robin) Sullivan,https://www.coursera.org/learn/advanced-information-literacy
Nicole Thomas,Roberta (Robin) Sullivan,https://www.coursera.org/learn/advanced-information-literacy
Arno Esterhuizen,Starweaver,https://www.coursera.org/learn/advanced-itsm-with-servicenow-optimizing-it-operations
Aarti Bagul,Andrew Ng,https://www.coursera.org/learn/advanced-learning-algorithms
Aarti Bagul,Eddy Shyu,https://www.coursera.org/learn/advanced-learning-algorithms
Aarti Bagul,Geoff Ladwig,https://www.coursera.org/learn/advanced-learning-algorithms
Andrew Ng,Eddy Shyu,https://www.coursera.org/learn/advanced-learning-algorithms
Andrew Ng,Geoff Ladwig,https://www.coursera.org/learn/advanced-learning-algorithms
Eddy Shyu,Geoff Ladwig,https://www.coursera.org/learn/advanced-learning-algorithms
Akos Ledeczi,Mike Fitzpatrick,https://www.coursera.org/learn/advanced-matlab-programming
Yan Zhang,Yulong Li,https://www.coursera.org/learn/advanced-neurobiology1
Brooke Anderson,"Roger D. Peng, PhD",https://www.coursera.org/learn/advanced-r
IBM Skills Network Team,Wojciech 'Victor' Fulmyk,https://www.coursera.org/learn/advanced-rag-with-vector-databases-and-retrievers
Alan Paradise,Di Wu,https://www.coursera.org/learn/advanced-topics-future-trends-database-technologies
Dyaran Bansraj,Han Smit,https://www.coursera.org/learn/advanced-valuation-and-strategy
Dyaran Bansraj,Nishad Matawlie,https://www.coursera.org/learn/advanced-valuation-and-strategy
Dyaran Bansraj,RenÃ©e Spigt,https://www.coursera.org/learn/advanced-valuation-and-strategy
Dyaran Bansraj,Yashvir Gangaram Panday,https://www.coursera.org/learn/advanced-valuation-and-strategy
Han Smit,Nishad Matawlie,https://www.coursera.org/learn/advanced-valuation-and-strategy
Han Smit,RenÃ©e Spigt,https://www.coursera.org/learn/advanced-valuation-and-strategy
Han Smit,Yashvir Gangaram Panday,https://www.coursera.org/learn/advanced-valuation-and-strategy
Nishad Matawlie,RenÃ©e Spigt,https://www.coursera.org/learn/advanced-valuation-and-strategy
Nishad Matawlie,Yashvir Gangaram Panday,https://www.coursera.org/learn/advanced-valuation-and-strategy
RenÃ©e Spigt,Yashvir Gangaram Panday,https://www.coursera.org/learn/advanced-valuation-and-strategy
Brad Gilpin,Helen Nam,https://www.coursera.org/learn/advanced-writing
Brad Gilpin,Tamy Chapman,https://www.coursera.org/learn/advanced-writing
Helen Nam,Tamy Chapman,https://www.coursera.org/learn/advanced-writing
Chenjian Li,Donggen Luo,https://www.coursera.org/learn/advancedneurobiologyii
Chenjian Li,Yan Zhang,https://www.coursera.org/learn/advancedneurobiologyii
Donggen Luo,Yan Zhang,https://www.coursera.org/learn/advancedneurobiologyii
Alexandra Padilla,Alice Hill,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,Anne U. Gold,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,Blair Schneider,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,Erika Marin-Spiotta,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,Mariama DryÃ¡k-Vallies,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,MylÃ¨ne Jacquemart,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alexandra Padilla,Ryan Cassotto,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,Anne U. Gold,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,Blair Schneider,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,Erika Marin-Spiotta,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,Mariama DryÃ¡k-Vallies,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,MylÃ¨ne Jacquemart,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Alice Hill,Ryan Cassotto,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Anne U. Gold,Blair Schneider,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Anne U. Gold,Erika Marin-Spiotta,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Anne U. Gold,Mariama DryÃ¡k-Vallies,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
Anne U. Gold,MylÃ¨ne Jacquemart,https://www.coursera.org/learn/advanceing-fieldsafety-changing-the-culture-of-fieldwork
